ID,label
2998,0
2999,1
3000,2
3001,0
3002,1
3003,1
3004,0
3005,1
3006,1
3007,2
3008,1
3009,1
3010,2
3011,0
3012,0
3013,2
3014,2
3015,2
3016,0
3017,2
3018,2
3019,1
3020,2
3021,0
3022,1
3023,0
3024,1
3025,1
3026,2
3027,0
3028,1
3029,2
3030,2
3031,0
3032,1
3033,1
3034,0
3035,1
3036,0
3037,1
3038,1
3039,1
3040,2
3041,2
3042,2
3043,0
3044,0
3045,0
3046,0
3047,0
3048,1
3049,0
3050,0
3051,0
3052,2
3053,1
3054,2
3055,1
3056,0
3057,2
3058,2
3059,2
3060,1
3061,0
3062,2
3063,0
3064,2
3065,1
3066,1
3067,0
3068,0
3069,0
3070,0
3071,2
3072,1
3073,2
3074,1
3075,2
3076,2
3077,0
3078,1
3079,0
3080,1
3081,1
3082,1
3083,2
3084,0
3085,0
3086,1
3087,0
3088,0
3089,2
3090,1
3091,2
3092,0
3093,1
3094,0
3095,2
3096,0
3097,2
3098,2
3099,1
3100,1
3101,0
3102,0
3103,1
3104,1
3105,0
3106,1
3107,1
3108,2
3109,0
3110,0
3111,1
3112,1
3113,1
3114,0
3115,1
3116,0
3117,2
3118,1
3119,0
3120,2
3121,0
3122,1
3123,1
3124,1
3125,0
3126,1
3127,1
3128,1
3129,1
3130,0
3131,1
3132,1
3133,0
3134,0
3135,1
3136,1
3137,1
3138,1
3139,0
3140,1
3141,1
3142,1
3143,0
3144,0
3145,0
3146,2
3147,1
3148,1
3149,1
3150,0
3151,1
3152,0
3153,0
3154,0
3155,1
3156,1
3157,1
3158,1
3159,1
3160,1
3161,0
3162,0
3163,1
3164,2
3165,1
3166,0
3167,2
3168,0
3169,2
3170,2
3171,1
3172,2
3173,0
3174,0
3175,2
3176,1
3177,0
3178,1
3179,0
3180,1
3181,1
3182,1
3183,1
3184,2
3185,1
3186,1
3187,0
3188,0
3189,1
3190,1
3191,1
3192,2
3193,0
3194,0
3195,1
3196,2
3197,1
3198,1
3199,1
3200,1
3201,2
3202,1
3203,0
3204,0
3205,0
3206,0
3207,0
3208,2
3209,1
3210,2
3211,0
3212,0
3213,1
3214,2
3215,0
3216,0
3217,0
3218,2
3219,1
3220,2
3221,1
3222,1
3223,2
3224,2
3225,2
3226,1
3227,1
3228,0
3229,0
3230,2
3231,2
3232,1
3233,0
3234,1
3235,2
3236,0
3237,0
3238,1
3239,1
3240,0
3241,0
3242,0
3243,2
3244,2
3245,2
3246,1
3247,0
3248,2
3249,1
3250,1
3251,0
3252,2
3253,1
3254,2
3255,0
3256,1
3257,0
3258,0
3259,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,0
3266,1
3267,1
3268,0
3269,1
3270,1
3271,1
3272,1
3273,1
3274,0
3275,2
3276,1
3277,0
3278,1
3279,0
3280,2
3281,0
3282,1
3283,0
3284,2
3285,1
3286,0
3287,0
3288,0
3289,1
3290,0
3291,2
3292,2
3293,1
3294,0
3295,2
3296,1
3297,2
3298,1
3299,2
3300,0
3301,0
3302,1
3303,2
3304,2
3305,0
3306,1
3307,0
3308,2
3309,2
3310,1
3311,0
3312,2
3313,0
3314,2
3315,0
3316,2
3317,0
3318,1
3319,0
3320,1
3321,1
3322,1
3323,1
3324,2
3325,0
3326,0
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,0
3334,2
3335,2
3336,1
3337,0
3338,1
3339,0
3340,1
3341,2
3342,1
3343,1
3344,1
3345,0
3346,2
3347,1
3348,2
3349,0
3350,1
3351,0
3352,2
3353,1
3354,0
3355,2
3356,1
3357,2
3358,0
3359,2
3360,1
3361,1
3362,0
3363,2
3364,0
3365,2
3366,1
3367,1
3368,1
3369,1
3370,1
3371,0
3372,0
3373,1
3374,1
3375,2
3376,0
3377,2
3378,0
3379,1
3380,2
3381,0
3382,1
3383,0
3384,2
3385,2
3386,1
3387,0
3388,2
3389,2
3390,0
3391,2
3392,2
3393,1
3394,1
3395,1
3396,0
3397,0
3398,1
3399,1
3400,2
3401,1
3402,1
3403,2
3404,2
3405,0
3406,1
3407,2
3408,1
3409,0
3410,2
3411,1
3412,1
3413,1
3414,1
3415,0
3416,2
3417,0
3418,0
3419,1
3420,1
3421,0
3422,2
3423,1
3424,2
3425,1
3426,2
3427,1
3428,0
3429,1
3430,1
3431,0
3432,1
3433,1
3434,0
3435,1
3436,0
3437,1
3438,0
3439,1
3440,2
3441,0
3442,0
3443,0
3444,2
3445,1
3446,2
3447,0
3448,0
3449,0
3450,0
3451,1
3452,2
3453,2
3454,1
3455,0
3456,1
3457,2
3458,0
3459,1
3460,1
3461,0
3462,0
3463,2
3464,2
3465,0
3466,0
3467,1
3468,0
3469,2
3470,2
3471,2
3472,2
3473,1
3474,1
3475,1
3476,2
3477,0
3478,0
3479,2
3480,1
3481,0
3482,1
3483,0
3484,2
3485,0
3486,2
3487,0
3488,1
3489,1
3490,1
3491,2
3492,1
3493,0
3494,0
3495,2
3496,1
3497,1
3498,2
3499,0
3500,2
3501,0
3502,2
3503,2
3504,1
3505,1
3506,1
3507,2
3508,0
3509,1
3510,1
3511,2
3512,1
3513,1
3514,1
3515,0
3516,0
3517,0
3518,0
3519,1
3520,2
3521,2
3522,2
3523,1
3524,2
3525,2
3526,1
3527,0
3528,0
3529,0
3530,0
3531,2
3532,1
3533,2
3534,1
3535,1
3536,1
3537,0
3538,1
3539,2
3540,1
3541,0
3542,0
3543,2
3544,0
3545,0
3546,2
3547,0
3548,0
3549,1
3550,1
3551,1
3552,1
3553,2
3554,1
3555,0
3556,2
3557,0
3558,2
3559,1
3560,2
3561,0
3562,1
3563,2
3564,0
3565,1
3566,1
3567,1
3568,0
3569,0
3570,0
3571,1
3572,0
3573,1
3574,0
3575,2
3576,2
3577,0
3578,0
3579,0
3580,0
3581,2
3582,0
3583,0
3584,0
3585,1
3586,0
3587,1
3588,2
3589,1
3590,1
3591,1
3592,0
3593,1
3594,2
3595,2
3596,2
3597,0
3598,0
3599,2
3600,2
3601,2
3602,2
3603,2
3604,1
3605,0
3606,0
3607,0
3608,1
3609,2
3610,1
3611,2
3612,0
3613,0
3614,1
3615,1
3616,1
3617,1
3618,0
3619,1
3620,0
3621,1
3622,0
3623,0
3624,1
3625,2
3626,1
3627,1
3628,2
3629,1
3630,2
3631,0
3632,1
3633,1
3634,0
3635,0
3636,2
3637,1
3638,1
3639,2
3640,0
3641,0
3642,1
3643,1
3644,1
3645,0
3646,1
3647,0
3648,2
3649,2
3650,1
3651,2
3652,0
3653,0
3654,0
3655,0
3656,1
3657,2
3658,2
3659,2
3660,1
3661,0
3662,1
3663,1
3664,0
3665,0
3666,0
3667,2
3668,2
3669,1
3670,0
3671,1
3672,0
3673,1
3674,1
3675,1
3676,2
3677,2
3678,2
3679,0
3680,1
3681,1
3682,0
3683,1
3684,2
3685,1
3686,1
3687,0
3688,1
3689,0
3690,2
3691,0
3692,0
3693,1
3694,2
3695,1
3696,1
3697,0
3698,1
3699,2
3700,1
3701,0
3702,1
3703,2
3704,1
3705,1
3706,0
3707,0
3708,2
3709,0
3710,1
3711,0
3712,0
3713,1
3714,1
3715,1
3716,2
3717,1
3718,0
3719,0
3720,1
3721,1
3722,0
3723,0
3724,1
3725,0
3726,1
3727,1
3728,0
3729,1
3730,0
3731,1
3732,2
3733,1
3734,1
3735,0
3736,1
3737,2
3738,1
3739,0
3740,2
3741,1
3742,1
3743,1
3744,1
3745,0
3746,1
3747,2
3748,0
3749,2
3750,2
3751,1
3752,2
3753,2
3754,1
3755,1
3756,2
3757,0
3758,1
3759,1
3760,0
3761,1
3762,2
3763,0
3764,1
3765,0
3766,0
3767,1
3768,1
3769,1
3770,0
3771,2
3772,1
3773,0
3774,0
3775,0
3776,1
3777,0
3778,1
3779,1
3780,1
3781,0
3782,0
3783,0
3784,1
3785,1
3786,2
3787,2
3788,1
3789,0
3790,2
3791,1
3792,0
3793,1
3794,2
3795,0
3796,1
3797,1
3798,1
3799,0
3800,2
3801,1
3802,2
3803,1
3804,0
3805,1
3806,0
3807,0
3808,1
3809,1
3810,2
3811,0
3812,2
3813,0
3814,2
3815,1
3816,0
3817,0
3818,0
3819,1
3820,1
3821,2
3822,0
3823,1
3824,0
3825,0
3826,2
3827,1
